Docset,File,URL,Python,Term_Total,MSAuthor,Author,Manager,MSDate,MSService,MSTopic,H1,Title,Description
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-factory\transform-data-databricks-jar.md,http://docs.microsoft.com/azure/data-factory/transform-data-databricks-jar,1,1,douglasl,douglaslMS,craigg,03/15/2018,data-factory,conceptual,"Transform data by running a Jar activity in Azure Databricks
",Transform data with Databricks Jar - Azure | Microsoft Docs,Learn how to process or transform data by running a Databricks Jar.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-factory\transform-data-databricks-python.md,http://docs.microsoft.com/azure/data-factory/transform-data-databricks-python,17,17,douglasl,douglaslMS,craigg,03/15/2018,data-factory,conceptual,"Transform data by running a Python activity in Azure Databricks
",Transform data with Databricks Python - Azure | Microsoft Docs,Learn how to process or transform data by running a Databricks Python.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-factory\transform-data-using-databricks-notebook.md,http://docs.microsoft.com/azure/data-factory/transform-data-using-databricks-notebook,3,3,abnarain,nabhishek,craigg,"""03/12/2018""",data-factory,tutorial,"Run a Databricks notebook with the Databricks Notebook Activity in Azure Data Factory
","""Run a Databricks Notebook with the Databricks Notebook activity in Azure Data Factory""","""Learn how you can use the Databricks Notebook Activity in an Azure data factory to run a Databricks notebook against the databricks jobs cluster."""
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-factory\transform-data-using-spark.md,http://docs.microsoft.com/azure/data-factory/transform-data-using-spark,5,5,douglasl,douglaslMS,craigg,05/31/2018,data-factory,conceptual,"Transform data using Spark activity in Azure Data Factory
",Transform data using Spark activity in Azure Data Factory | Microsoft Docs,Learn how to transform data by running Spark programs from an Azure data factory pipeline using the Spark Activity.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-factory\transform-data.md,http://docs.microsoft.com/azure/data-factory/transform-data,7,7,douglasl,douglaslMS,craigg,07/31/2018,data-factory,conceptual,"Transform data in Azure Data Factory
",'Transform data using Azure Data Factory | Microsoft Docs',"Learn how to transform data or process data in Azure Data Factory using Hadoop, Machine Learning, or Azure Data Lake Analytics."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-factory\tutorial-transform-data-spark-portal.md,http://docs.microsoft.com/azure/data-factory/tutorial-transform-data-spark-portal,5,5,douglasl,douglaslMS,craigg,01/10/2018,data-factory,tutorial,"Transform data in the cloud by using a Spark activity in Azure Data Factory
",'Transform data by using Spark in Azure Data Factory | Microsoft Docs','This tutorial provides step-by-step instructions for transforming data by using a Spark activity in Azure Data Factory.'
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-factory\tutorial-transform-data-spark-powershell.md,http://docs.microsoft.com/azure/data-factory/tutorial-transform-data-spark-powershell,5,5,douglasl,douglaslMS,craigg,01/22/2018,data-factory,tutorial,"Transform data in the cloud by using Spark activity in Azure Data Factory
",'Transform data using Spark in Azure Data Factory | Microsoft Docs','This tutorial provides step-by-step instructions for transforming data by using Spark Activity in Azure Data Factory.'
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-factory\v1\data-factory-azure-ml-batch-execution-activity.md,http://docs.microsoft.com/azure/data-factory/v1/data-factory-azure-ml-batch-execution-activity,1,1,shlo,sharonlo101,craigg,01/22/2018,data-factory,conceptual,"Create predictive pipelines using Azure Machine Learning and Azure Data Factory
",Create predictive data pipelines using Azure Data Factory | Microsoft Docs,Describes how to create create predictive pipelines using Azure Data Factory and Azure Machine Learning
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-factory\v1\data-factory-json-scripting-reference.md,http://docs.microsoft.com/azure/data-factory/v1/data-factory-json-scripting-reference,1,1,shlo,sharonlo101,craigg,01/10/2018,data-factory,conceptual,"Azure Data Factory - JSON Scripting Reference
",Azure Data Factory - JSON Scripting Reference | Microsoft Docs,Provides JSON schemas for Data Factory entities.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-factory\v1\data-factory-spark.md,http://docs.microsoft.com/azure/data-factory/v1/data-factory-spark,7,7,shlo,sharonlo101,,01/10/2018,data-factory,conceptual,"Invoke Spark programs from Azure Data Factory pipelines
",Invoke Spark programs from Azure Data Factory | Microsoft Docs,Learn how to invoke Spark programs from an Azure data factory by using the MapReduce activity.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-lake-analytics\TOC.md,http://docs.microsoft.com/azure/data-lake-analytics/TOC,8,8,,,,,,,,,
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-lake-analytics\data-lake-analytics-cicd-overview.md,http://docs.microsoft.com/azure/data-lake-analytics/data-lake-analytics-cicd-overview,1,1,yanacai,yanancai,,09/14/2018,data-lake-analytics,conceptual,"How to set up a CI/CD pipeline for Azure Data Lake Analytics  
",How to set up a CI/CD pipeline for Azure Data Lake Analytics,Learn how to set up continuous integration and continuous deployment for Azure Data Lake Analytics.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-lake-analytics\data-lake-analytics-data-lake-tools-for-vscode.md,http://docs.microsoft.com/azure/data-lake-analytics/data-lake-analytics-data-lake-tools-for-vscode,5,5,jejiang,Jejiang,,02/09/2018,data-lake-analytics,conceptual,"Use Azure Data Lake Tools for Visual Studio Code
",Use Azure Data Lake Tools for Visual Studio Code,"Learn how to use Azure Data Lake Tools for Visual Studio Code to create, test, and run U-SQL scripts."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-lake-analytics\data-lake-analytics-manage-use-python-sdk.md,http://docs.microsoft.com/azure/data-lake-analytics/data-lake-analytics-manage-use-python-sdk,28,28,saveenr,matt1883,,06/08/2018,data-lake-analytics,conceptual,"Manage Azure Data Lake Analytics using Python
",Manage Azure Data Lake Analytics using Python,"This article describes how to use Python to manage Data Lake Analytics accounts, data sources, users, & jobs."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-lake-analytics\data-lake-analytics-u-sql-develop-with-python-r-csharp-in-vscode.md,http://docs.microsoft.com/azure/data-lake-analytics/data-lake-analytics-u-sql-develop-with-python-r-csharp-in-vscode,17,17,jejiang,jejiang,,11/22/2017,data-lake-analytics,conceptual,"Develop U-SQL with Python, R, and C# for Azure Data Lake Analytics in Visual Studio Code
","Develop U-SQL with Python, R, and C# for Azure Data Lake Analytics in Visual Studio Code","Learn how to use code behind with Python, R and C# to submit job in Azure Data Lake."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-lake-analytics\data-lake-analytics-u-sql-python-extensions.md,http://docs.microsoft.com/azure/data-lake-analytics/data-lake-analytics-u-sql-python-extensions,25,25,saveenr,saveenr,,06/20/2017,data-lake-analytics,conceptual,"Extend U-SQL scripts with Python code in Azure Data Lake Analytics
",Extend U-SQL scripts with Python in Azure Data Lake Analytics,Learn how to run Python code in U-SQL scripts using Azure Data Lake Analytics
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-lake-analytics\data-lake-tools-for-vscode-local-run-and-debug.md,http://docs.microsoft.com/azure/data-lake-analytics/data-lake-tools-for-vscode-local-run-and-debug,2,2,jejiang,jejiang,,07/14/2017,data-lake-analytics,conceptual,"Run U-SQL and debug locally in Visual Studio Code
",Run U-SQL and debug locally in Azure Data Lake Tools for Visual Studio Code,Learn how to use Azure Data Lake Tools for Visual Studio Code to run and debug U-SQL jobs locally.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-lake-analytics\index.md,http://docs.microsoft.com/azure/data-lake-analytics/index,5,5,jasonh,jasonwhowell,,01/23/2017,data-lake-analytics,landing-page,"Azure Data Lake Analytics Documentation
","Azure Data Lake Analytics Documentation - Tutorials, API Reference","Learn big data analysis with Azure Data Lake Analytics. Tutorials show you how to run batch, real-time, and interactive analytics, and how to write U-SQL queries."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-lake-store\TOC.md,http://docs.microsoft.com/azure/data-lake-store/TOC,12,12,,,,,,,,,
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-lake-store\data-lake-store-comparison-with-blob-storage.md,http://docs.microsoft.com/azure/data-lake-store/data-lake-store-comparison-with-blob-storage,2,2,nitinme,nitinme,jhubbard,03/26/2018,data-lake-store,conceptual,"Comparing Azure Data Lake Storage Gen1 and Azure Blob Storage
",Azure Data Lake Storage Gen1 comparison with Azure Storage Blob | Microsoft Docs,Azure Data Lake Storage Gen1 comparison with Azure Storage Blob
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-lake-store\data-lake-store-data-operations-net-sdk.md,http://docs.microsoft.com/azure/data-lake-store/data-lake-store-data-operations-net-sdk,2,2,nitinme,nitinme,jhubbard,05/29/2018,data-lake-store,conceptual,"Filesystem operations on Azure Data Lake Storage Gen1 using .NET SDK
",'.NET SDK: Filesystem operations on Azure Data Lake Storage Gen1 | Microsoft Docs',"Use Azure Data Lake Storage Gen1 .NET SDK to perform filesystem operations on Data Lake Storage Gen1 such as create folders, etc."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-lake-store\data-lake-store-data-operations-python.md,http://docs.microsoft.com/azure/data-lake-store/data-lake-store-data-operations-python,25,25,nitinme,nitinme,jhubbard,05/29/2018,data-lake-store,conceptual,"Filesystem operations on Azure Data Lake Storage Gen1 using Python
",'Python: Filesystem operations on Azure Data Lake Storage Gen1 | Microsoft Docs',Learn how to use Python SDK to work with the Data Lake Storage Gen1 file system.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-lake-store\data-lake-store-data-operations-rest-api.md,http://docs.microsoft.com/azure/data-lake-store/data-lake-store-data-operations-rest-api,2,2,nitinme,nitinme,jhubbard,05/29/2018,data-lake-store,conceptual,"Filesystem operations on Azure Data Lake Storage Gen1 using REST API
",'REST API: Filesystem operations on Azure Data Lake Storage Gen1 | Microsoft Docs',Use WebHDFS REST APIs to perform filesystem operations on Azure Data Lake Storage Gen1
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-lake-store\data-lake-store-end-user-authenticate-java-sdk.md,http://docs.microsoft.com/azure/data-lake-store/data-lake-store-end-user-authenticate-java-sdk,2,2,nitinme,nitinme,jhubbard,05/29/2018,data-lake-store,conceptual,"End-user authentication with Azure Data Lake Storage Gen1 using Java
",'End-user authentication: Java with Azure Data Lake Storage Gen1 using Azure Active Directory | Microsoft Docs',Learn how to achieve end-user authentication with Azure Data Lake Storage Gen1 using Azure Active Directory with Java
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-lake-store\data-lake-store-end-user-authenticate-net-sdk.md,http://docs.microsoft.com/azure/data-lake-store/data-lake-store-end-user-authenticate-net-sdk,2,2,nitinme,nitinme,cgronlun,05/29/2018,data-lake-store,conceptual,"End-user authentication with Azure Data Lake Storage Gen1 using .NET SDK
",'End-user authentication: .NET SDK with Azure Data Lake Storage Gen1 using Azure Active Directory | Microsoft Docs',Learn how to achieve end-user authentication with Azure Data Lake Storage Gen1 using Azure Active Directory with .NET SDK
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-lake-store\data-lake-store-end-user-authenticate-python.md,http://docs.microsoft.com/azure/data-lake-store/data-lake-store-end-user-authenticate-python,28,28,nitinme,nitinme,jhubbard,05/29/2018,data-lake-store,conceptual,"End-user authentication with Azure Data Lake Storage Gen1 using Python
",'End-user authentication: Python with Azure Data Lake Storage Gen1 using Azure Active Directory | Microsoft Docs',Learn how to achieve end-user authentication with Azure Data Lake Storage Gen1 using Azure Active Directory with Python
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-lake-store\data-lake-store-end-user-authenticate-rest-api.md,http://docs.microsoft.com/azure/data-lake-store/data-lake-store-end-user-authenticate-rest-api,2,2,nitinme,nitinme,jhubbard,05/29/2018,data-lake-store,conceptual,"End-user authentication with Azure Data Lake Storage Gen1 using REST API
",'End-user authentication: REST API with Azure Data Lake Storage Gen1 using Azure Active Directory | Microsoft Docs',Learn how to achieve end-user authentication with Azure Data Lake Storage Gen1 using Azure Active Directory using REST API
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-lake-store\data-lake-store-end-user-authenticate-using-active-directory.md,http://docs.microsoft.com/azure/data-lake-store/data-lake-store-end-user-authenticate-using-active-directory,3,3,nitinme,nitinme,jhubbard,05/29/2018,data-lake-store,conceptual,"End-user authentication with Azure Data Lake Storage Gen1 using Azure Active Directory
",'End-user authentication: Azure Data Lake Storage Gen1 with Azure Active Directory | Microsoft Docs',Learn how to achieve end-user authentication with Azure Data Lake Storage Gen1 using Azure Active Directory
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-lake-store\data-lake-store-get-started-java-sdk.md,http://docs.microsoft.com/azure/data-lake-store/data-lake-store-get-started-java-sdk,2,2,nitinme,nitinme,jhubbard,05/29/2018,data-lake-store,conceptual,"Filesystem operations on Azure Data Lake Storage Gen1 using Java SDK
",'Java SDK: Filesystem operations on Azure Data Lake Storage Gen1 | Microsoft Docs',"Use Azure Data Lake Storage Gen1 Java SDK to perform filesystem operations on Data Lake Storage Gen1 such as create folders, etc."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-lake-store\data-lake-store-get-started-net-sdk.md,http://docs.microsoft.com/azure/data-lake-store/data-lake-store-get-started-net-sdk,2,2,nitinme,nitinme,jhubbard,05/29/2018,data-lake-store,conceptual,"Account management operations on Azure Data Lake Storage Gen1 using .NET SDK
",'.NET SDK: Account management operations on Azure Data Lake Storage Gen1 | Microsoft Docs',Use Azure Data Lake Storage Gen1 .NET SDK to perform account management operations in Data Lake Storage Gen1
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-lake-store\data-lake-store-get-started-python.md,http://docs.microsoft.com/azure/data-lake-store/data-lake-store-get-started-python,25,25,nitinme,nitinme,jhubbard,05/29/2018,data-lake-store,conceptual,"Account management operations on Azure Data Lake Storage Gen1 using Python
",'Python: Account management operations on Azure Data Lake Storage Gen1 | Microsoft Docs',Learn how to use Python SDK to work with Azure Data Lake Storage Gen1 account management operations.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-lake-store\data-lake-store-get-started-rest-api.md,http://docs.microsoft.com/azure/data-lake-store/data-lake-store-get-started-rest-api,2,2,nitinme,nitinme,jhubbard,05/29/2018,data-lake-store,conceptual,"Account management operations on Azure Data Lake Storage Gen1 using REST API
",'REST API: Account management operations on Azure Data Lake Storage Gen1 | Microsoft Docs',Use Azure Data Lake Storage Gen1 and WebHDFS REST API to perform account management operations in the Data Lake Storage Gen1 account
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-lake-store\data-lake-store-service-to-service-authenticate-java.md,http://docs.microsoft.com/azure/data-lake-store/data-lake-store-service-to-service-authenticate-java,2,2,nitinme,nitinme,jhubbard,05/29/2018,data-lake-store,conceptual,"Service-to-service authentication with Azure Data Lake Storage Gen1 using Java
",'Service-to-service authentication: Java with Azure Data Lake Storage Gen1 using Azure Active Directory | Microsoft Docs',Learn how to achieve service-to-service authentication with Azure Data Lake Storage Gen1 using Azure Active Directory with Java
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-lake-store\data-lake-store-service-to-service-authenticate-net-sdk.md,http://docs.microsoft.com/azure/data-lake-store/data-lake-store-service-to-service-authenticate-net-sdk,2,2,nitinme,nitinme,cgronlun,05/29/2018,data-lake-store,conceptual,"Service-to-service authentication with Azure Data Lake Storage Gen1 using .NET SDK
",'Service-to-service authentication: .NET SDK with Azure Data Lake Storage Gen1 using Azure Active Directory | Microsoft Docs',Learn how to achieve service-to-service authentication with Azure Data Lake Storage Gen1 using Azure Active Directory using .NET SDK
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-lake-store\data-lake-store-service-to-service-authenticate-python.md,http://docs.microsoft.com/azure/data-lake-store/data-lake-store-service-to-service-authenticate-python,24,24,nitinme,nitinme,jhubbard,05/29/2018,data-lake-store,conceptual,"Service-to-service authentication with Azure Data Lake Storage Gen1 using Python
",'Service-to-service authentication: Python with Azure Data Lake Storage Gen1 using Azure Active Directory | Microsoft Docs',Learn how to achieve service-to-service authentication with Azure Data Lake Storage Gen1 using Azure Active Directory using Python
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-lake-store\data-lake-store-service-to-service-authenticate-rest-api.md,http://docs.microsoft.com/azure/data-lake-store/data-lake-store-service-to-service-authenticate-rest-api,2,2,nitinme,nitinme,jhubbard,05/29/2018,data-lake-store,conceptual,"Service-to-service authentication with Azure Data Lake Storage Gen1 using REST API
",'Service-to-service authentication: REST API with Azure Data Lake Storage Gen1 using Azure Active Directory | Microsoft Docs',Learn how to achieve service-to-service authentication with Azure Data Lake Storage Gen1 using Azure Active Directory using REST API
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-lake-store\data-lake-store-service-to-service-authenticate-using-active-directory.md,http://docs.microsoft.com/azure/data-lake-store/data-lake-store-service-to-service-authenticate-using-active-directory,3,3,nitinme,nitinme,jhubbard,05/29/2018,data-lake-store,conceptual,"Service-to-service authentication with Azure Data Lake Storage Gen1 using Azure Active Directory
",'Service-to-service authentication: Azure Data Lake Storage Gen1 with Azure Active Directory | Microsoft Docs',Learn how to achieve service-to-service authentication with Azure Data Lake Storage Gen1 using Azure Active Directory
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-lake-store\data-lakes-store-authentication-using-azure-active-directory.md,http://docs.microsoft.com/azure/data-lake-store/data-lakes-store-authentication-using-azure-active-directory,4,4,nitinme,nitinme,jhubbard,05/29/2018,data-lake-store,conceptual,"Authentication with Azure Data Lake Storage Gen1 using Azure Active Directory
",Authentication in Azure Data Lake Storage Gen1 using Azure Active Directory | Microsoft Docs,Learn how to authenticate with Azure Data Lake Storage Gen1 using Azure Active Directory
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\data-lake-store\index.md,http://docs.microsoft.com/azure/data-lake-store/index,4,4,twooley,twooley,twooley,06/27/2018,data-lake-store,conceptual,"Azure Data Lake Storage Gen1 Documentation
","Azure Data Lake Storage Gen1 Documentation - Tutorials, API Reference | Microsoft Docs","Learn how to set up, manage, and access a hyper-scale, Hadoop-compatible data lake repository for analytics on data of any size, type, and ingestion speed."
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\databox\data-box-system-requirements-rest.md,http://docs.microsoft.com/azure/databox/data-box-system-requirements-rest,6,6,alkohli,alkohli,,02/05/2019,databox,article,"Azure Data Box Blob storage requirements
",Microsoft Azure Data Box Blob storage requirements| Microsoft Docs,"Learn about the supported versions for APIs, SDKs, and client libraries for Azure Data Box Blob storage"
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\devops-project\azure-devops-project-github.md,http://docs.microsoft.com/azure/devops-project/azure-devops-project-github,1,1,mlearned,mlearned,,07/09/2018,,tutorial,"Tutorial: Create a CI/CD pipeline for your existing code by using Azure DevOps Projects
",'Tutorial: Create a CI/CD pipeline for your existing code by using Azure DevOps Projects',Azure DevOps Projects makes it easy to get started on Azure. DevOps Projects helps you use your own code and GitHub repo to launch an app on an Azure service of your choice in a few quick steps.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\devops-project\azure-devops-project-python.md,http://docs.microsoft.com/azure/devops-project/azure-devops-project-python,8,8,mlearned,mlearned,douge,07/09/2018,,quickstart,"Create a CI/CD pipeline for Python with Azure DevOps Projects
",'Quickstart: Create a CI/CD pipeline for Python with Azure DevOps Projects',DevOps Projects makes it easy to get started with Azure. It helps you launch an app on an Azure service of your choice in few quick steps.
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\docker\index.md,http://docs.microsoft.com/azure/docker/index,2,2,carolz,czeumault,carolz,06/19/2017,multiple,landing-page,,Docker on Azure,Deploy and integrate Docker with Azure
MicrosoftDocs/azure-docs-pr,d:\g\azure-docs-pr\articles\event-grid\event-grid-event-hubs-integration.md,http://docs.microsoft.com/azure/event-grid/event-grid-event-hubs-integration,1,1,spelluru,spelluru,timlt,01/13/2019,event-grid,tutorial,"Tutorial: Stream big data into a data warehouse
",Send Event Hubs data to data warehouse - Event Grid,Describes how to use Azure Event Grid and Event Hubs to migrate data to a SQL Data Warehouse. It uses an Azure Function to retrieve a Capture file.
